#chr1	x1	x2	chr2:y1-y2,2
chr3	21760000	21765000	chr3:22075000-22080000,2
chr3	21625000	21630000	chr3:21935000-21940000,2
chr3	9720000	9725000	chr3:9825000-9830000,2
chr3	8770000	8775000	chr3:8805000-8810000,2
chr3	146180000	146185000	chr3:146335000-146340000,2
chr3	142825000	142830000	chr3:142860000-142865000,2
chr3	142755000	142760000	chr3:142825000-142830000,2
chr3	142500000	142505000	chr3:142555000-142560000,2
chr3	135520000	135525000	chr3:135555000-135560000,2
chr3	132845000	132850000	chr3:132945000-132950000,2
chr3	132745000	132750000	chr3:132890000-132895000,2
chr3	127835000	127840000	chr3:129200000-129205000,2
chr3	126605000	126610000	chr3:126825000-126830000,2
chr3	108925000	108930000	chr3:109050000-109055000,2
chr3	108295000	108300000	chr3:108335000-108340000,2
chr3	107750000	107755000	chr3:107790000-107795000,2
chr3	101605000	101610000	chr3:101720000-101725000,2
chr3	101380000	101385000	chr3:101415000-101420000,2
chr3	100190000	100195000	chr3:100355000-100360000,2
chr3	99815000	99820000	chr3:99850000-99855000,2
chr3	99710000	99715000	chr3:99780000-99785000,2
chr3	98245000	98250000	chr3:98335000-98340000,2
chr3	97250000	97255000	chr3:97295000-97300000,2
chr3	95865000	95870000	chr3:95905000-95910000,2
chr3	89860000	89865000	chr3:89960000-89965000,2
chr3	88945000	88950000	chr3:89030000-89035000,2
chr3	88630000	88635000	chr3:88700000-88705000,2
chr3	88610000	88615000	chr3:88675000-88680000,2
chr3	88215000	88220000	chr3:88250000-88255000,2
chr3	83960000	83965000	chr3:84110000-84115000,2
chr3	57310000	57315000	chr3:57430000-57435000,2
chr3	52610000	52615000	chr3:52680000-52685000,2
chr3	52525000	52530000	chr3:52560000-52565000,2
chr3	51910000	51915000	chr3:52100000-52105000,2
chr3	43090000	43095000	chr3:43135000-43140000,2
chr3	41325000	41330000	chr3:41375000-41380000,2
chr3	37225000	37230000	chr3:37280000-37285000,2
chr3	31790000	31795000	chr3:32330000-32335000,2
chr3	30995000	31000000	chr3:31045000-31050000,2
chr3	30245000	30250000	chr3:30300000-30305000,2
chr3	27555000	27560000	chr3:27980000-27985000,2
chr3	19350000	19355000	chr3:19510000-19515000,2
chr3	9395000	9400000	chr3:9475000-9480000,2
chr3	9205000	9210000	chr3:9255000-9260000,2
chr3	8575000	8580000	chr3:8920000-8925000,2
chr3	146055000	146060000	chr3:146165000-146170000,2
chr3	145850000	145855000	chr3:145885000-145890000,2
chr3	144530000	144535000	chr3:144565000-144570000,2
chr3	144160000	144165000	chr3:144205000-144210000,2
chr3	144040000	144045000	chr3:144160000-144165000,2
chr3	143235000	143240000	chr3:143270000-143275000,2
chr3	137990000	137995000	chr3:138025000-138030000,2
chr3	136085000	136090000	chr3:136430000-136435000,2
chr3	135280000	135285000	chr3:135355000-135360000,2
chr3	132725000	132730000	chr3:132760000-132765000,2
chr3	128945000	128950000	chr3:129200000-129205000,2
chr3	126380000	126385000	chr3:126440000-126445000,2
chr3	125105000	125110000	chr3:125145000-125150000,2
chr3	123550000	123555000	chr3:123585000-123590000,2
chr3	123395000	123400000	chr3:123475000-123480000,2
chr3	122435000	122440000	chr3:122510000-122515000,2
chr3	121545000	121550000	chr3:121580000-121585000,2
chr3	109825000	109830000	chr3:109870000-109875000,2
chr3	109800000	109805000	chr3:109835000-109840000,2
chr3	108205000	108210000	chr3:108380000-108385000,2
chr3	107225000	107230000	chr3:107460000-107465000,2
chr3	104190000	104195000	chr3:104235000-104240000,2
chr3	102955000	102960000	chr3:103020000-103025000,2
chr3	102370000	102375000	chr3:102565000-102570000,2
chr3	98375000	98380000	chr3:98415000-98420000,2
chr3	98335000	98340000	chr3:98410000-98415000,2
chr3	98335000	98340000	chr3:98375000-98380000,2
chr3	95440000	95445000	chr3:95515000-95520000,2
chr3	95355000	95360000	chr3:95440000-95445000,2
chr3	95310000	95315000	chr3:95355000-95360000,2
chr3	89925000	89930000	chr3:89960000-89965000,2
chr3	89350000	89355000	chr3:89730000-89735000,2
chr3	88530000	88535000	chr3:88630000-88635000,2
chr3	88185000	88190000	chr3:88250000-88255000,2
chr3	87835000	87840000	chr3:87870000-87875000,2
chr3	85140000	85145000	chr3:85230000-85235000,2
chr3	84585000	84590000	chr3:84620000-84625000,2
chr3	84455000	84460000	chr3:84525000-84530000,2
chr3	84080000	84085000	chr3:84505000-84510000,2
chr3	83360000	83365000	chr3:83895000-83900000,2
chr3	81290000	81295000	chr3:81325000-81330000,2
chr3	81030000	81035000	chr3:81920000-81925000,2
chr3	54735000	54740000	chr3:54805000-54810000,2
chr3	52905000	52910000	chr3:52980000-52985000,2
chr3	52255000	52260000	chr3:52975000-52980000,2
chr3	50930000	50935000	chr3:50965000-50970000,2
chr3	41405000	41410000	chr3:41510000-41515000,2
chr3	41345000	41350000	chr3:41460000-41465000,2
chr3	41195000	41200000	chr3:41580000-41585000,2
chr3	38610000	38615000	chr3:38650000-38655000,2
chr3	38015000	38020000	chr3:38050000-38055000,2
chr3	37485000	37490000	chr3:37630000-37635000,2
chr3	37050000	37055000	chr3:37190000-37195000,2
chr3	37035000	37040000	chr3:37120000-37125000,2
chr3	36095000	36100000	chr3:36130000-36135000,2
chr3	32815000	32820000	chr3:32920000-32925000,2
chr3	28410000	28415000	chr3:28450000-28455000,2
chr3	27725000	27730000	chr3:28105000-28110000,2
chr3	19575000	19580000	chr3:19640000-19645000,2
chr3	10395000	10400000	chr3:10475000-10480000,2
chr3	10205000	10210000	chr3:10280000-10285000,2
chr3	10120000	10125000	chr3:10195000-10200000,2
chr3	151150000	151155000	chr3:151185000-151190000,2
chr3	146345000	146350000	chr3:146475000-146480000,2
chr3	142490000	142495000	chr3:142700000-142705000,2
chr3	146300000	146305000	chr3:146405000-146410000,2
chr3	138195000	138200000	chr3:138270000-138275000,2
chr3	133540000	133545000	chr3:133670000-133675000,2
chr3	130915000	130920000	chr3:130965000-130970000,2
chr3	129805000	129810000	chr3:129885000-129890000,2
chr3	129295000	129300000	chr3:129690000-129695000,2
chr3	126720000	126725000	chr3:126770000-126775000,2
chr3	124590000	124595000	chr3:125405000-125410000,2
chr3	115710000	115715000	chr3:115830000-115835000,2
chr3	113950000	113955000	chr3:114030000-114035000,2
chr3	109270000	109275000	chr3:109335000-109340000,2
chr3	107630000	107635000	chr3:107685000-107690000,2
chr3	104880000	104885000	chr3:105030000-105035000,2
chr3	103630000	103635000	chr3:103680000-103685000,2
chr3	103630000	103635000	chr3:103725000-103730000,2
chr3	102280000	102285000	chr3:102565000-102570000,2
chr3	101365000	101370000	chr3:101445000-101450000,2
chr3	100355000	100360000	chr3:100545000-100550000,2
chr3	97680000	97685000	chr3:97870000-97875000,2
chr3	95595000	95600000	chr3:95630000-95635000,2
chr3	95505000	95510000	chr3:95545000-95550000,2
chr3	95115000	95120000	chr3:95150000-95155000,2
chr3	94620000	94625000	chr3:94680000-94685000,2
chr3	90135000	90140000	chr3:90170000-90175000,2
chr3	85570000	85575000	chr3:85630000-85635000,2
chr3	83490000	83495000	chr3:83585000-83590000,2
chr3	83360000	83365000	chr3:83400000-83405000,2
chr3	79245000	79250000	chr3:79315000-79320000,2
chr3	68490000	68495000	chr3:68530000-68535000,2
chr3	67855000	67860000	chr3:67930000-67935000,2
chr3	65680000	65685000	chr3:65720000-65725000,2
chr3	61990000	61995000	chr3:62025000-62030000,2
chr3	61200000	61205000	chr3:61240000-61245000,2
chr3	59935000	59940000	chr3:59975000-59980000,2
chr3	58040000	58045000	chr3:58135000-58140000,2
chr3	52100000	52105000	chr3:52225000-52230000,2
chr3	52045000	52050000	chr3:52145000-52150000,2
chr3	41090000	41095000	chr3:41180000-41185000,2
chr3	38610000	38615000	chr3:38695000-38700000,2
chr3	38510000	38515000	chr3:38610000-38615000,2
chr3	37685000	37690000	chr3:37720000-37725000,2
chr3	37470000	37475000	chr3:37505000-37510000,2
chr3	37280000	37285000	chr3:37385000-37390000,2
chr3	36000000	36005000	chr3:36100000-36105000,2
chr3	33960000	33965000	chr3:34000000-34005000,2
chr3	32595000	32600000	chr3:32640000-32645000,2
chr3	30600000	30605000	chr3:30970000-30975000,2
chr3	19545000	19550000	chr3:19890000-19895000,2
chr3	19420000	19425000	chr3:19485000-19490000,2
chr3	19410000	19415000	chr3:19445000-19450000,2
chr3	10060000	10065000	chr3:10095000-10100000,2
chr3	159740000	159745000	chr3:159785000-159790000,2
chr3	145925000	145930000	chr3:146165000-146170000,2
chr3	145250000	145255000	chr3:145290000-145295000,2
chr3	143990000	143995000	chr3:144205000-144210000,2
chr3	135280000	135285000	chr3:135725000-135730000,2
chr3	137765000	137770000	chr3:137805000-137810000,2
chr3	140445000	140450000	chr3:140485000-140490000,2
chr3	138500000	138505000	chr3:138565000-138570000,2
chr3	143335000	143340000	chr3:143380000-143385000,2
chr3	142755000	142760000	chr3:142860000-142865000,2
chr3	135280000	135285000	chr3:135555000-135560000,2
chr3	133540000	133545000	chr3:133600000-133605000,2
chr3	132890000	132895000	chr3:132975000-132980000,2
chr3	132535000	132540000	chr3:132610000-132615000,2
chr3	130870000	130875000	chr3:130965000-130970000,2
chr3	129310000	129315000	chr3:129400000-129405000,2
chr3	127265000	127270000	chr3:127300000-127305000,2
chr3	126950000	126955000	chr3:127155000-127160000,2
chr3	126560000	126565000	chr3:126595000-126600000,2
chr3	126200000	126205000	chr3:126250000-126255000,2
chr3	122360000	122365000	chr3:122710000-122715000,2
chr3	116090000	116095000	chr3:116125000-116130000,2
chr3	116005000	116010000	chr3:116040000-116045000,2
chr3	115670000	115675000	chr3:115705000-115710000,2
chr3	114985000	114990000	chr3:115025000-115030000,2
chr3	106825000	106830000	chr3:106875000-106880000,2
chr3	105900000	105905000	chr3:105935000-105940000,2
chr3	105820000	105825000	chr3:105855000-105860000,2
chr3	105735000	105740000	chr3:105795000-105800000,2
chr3	103685000	103690000	chr3:103725000-103730000,2
chr3	102400000	102405000	chr3:102470000-102475000,2
chr3	102165000	102170000	chr3:102220000-102225000,2
chr3	101980000	101985000	chr3:102055000-102060000,2
chr3	101085000	101090000	chr3:101165000-101170000,2
chr3	98165000	98170000	chr3:98225000-98230000,2
chr3	97025000	97030000	chr3:97120000-97125000,2
chr3	96765000	96770000	chr3:96800000-96805000,2
chr3	96625000	96630000	chr3:96660000-96665000,2
chr3	96585000	96590000	chr3:96630000-96635000,2
chr3	95975000	95980000	chr3:96215000-96220000,2
chr3	95135000	95140000	chr3:95170000-95175000,2
chr3	93815000	93820000	chr3:93855000-93860000,2
chr3	92150000	92155000	chr3:92510000-92515000,2
chr3	90175000	90180000	chr3:90210000-90215000,2
chr3	90080000	90085000	chr3:90210000-90215000,2
chr3	87500000	87505000	chr3:87545000-87550000,2
chr3	84545000	84550000	chr3:84580000-84585000,2
chr3	84270000	84275000	chr3:84330000-84335000,2
chr3	83300000	83305000	chr3:83370000-83375000,2
chr3	81030000	81035000	chr3:81290000-81295000,2
chr3	80825000	80830000	chr3:80865000-80870000,2
chr3	80205000	80210000	chr3:80290000-80295000,2
chr3	79930000	79935000	chr3:80035000-80040000,2
chr3	79365000	79370000	chr3:79400000-79405000,2
chr3	69510000	69515000	chr3:69595000-69600000,2
chr3	60130000	60135000	chr3:60605000-60610000,2
chr3	59170000	59175000	chr3:59245000-59250000,2
chr3	58915000	58920000	chr3:58960000-58965000,2
chr3	54575000	54580000	chr3:54680000-54685000,2
chr3	54505000	54510000	chr3:54560000-54565000,2
chr3	51610000	51615000	chr3:52220000-52225000,2
chr3	41030000	41035000	chr3:41195000-41200000,2
chr3	37820000	37825000	chr3:37855000-37860000,2
chr3	36400000	36405000	chr3:36435000-36440000,2
chr3	36195000	36200000	chr3:36270000-36275000,2
chr3	35740000	35745000	chr3:35835000-35840000,2
chr3	35335000	35340000	chr3:35410000-35415000,2
chr3	34880000	34885000	chr3:34970000-34975000,2
chr3	30460000	30465000	chr3:30495000-30500000,2
chr3	29395000	29400000	chr3:29470000-29475000,2
chr3	28170000	28175000	chr3:28745000-28750000,2
chr3	154280000	154285000	chr3:154565000-154570000,2
chr3	152475000	152480000	chr3:152510000-152515000,2
chr3	152210000	152215000	chr3:152270000-152275000,2
chr3	148890000	148895000	chr3:148935000-148940000,2
chr3	146325000	146330000	chr3:146450000-146455000,2
chr3	145730000	145735000	chr3:145825000-145830000,2
chr3	143990000	143995000	chr3:144025000-144030000,2
chr3	142660000	142665000	chr3:142695000-142700000,2
chr3	142150000	142155000	chr3:142255000-142260000,2
chr3	138610000	138615000	chr3:138670000-138675000,2
chr3	138525000	138530000	chr3:138580000-138585000,2
chr3	135590000	135595000	chr3:135710000-135715000,2
chr3	135465000	135470000	chr3:135520000-135525000,2
chr3	131815000	131820000	chr3:131850000-131855000,2
chr3	131810000	131815000	chr3:131880000-131885000,2
chr3	130870000	130875000	chr3:130915000-130920000,2
chr3	129640000	129645000	chr3:129690000-129695000,2
chr3	124685000	124690000	chr3:124760000-124765000,2
chr3	124650000	124655000	chr3:124745000-124750000,2
chr3	124590000	124595000	chr3:124660000-124665000,2
chr3	123415000	123420000	chr3:123485000-123490000,2
chr3	122110000	122115000	chr3:122150000-122155000,2
chr3	116710000	116715000	chr3:116770000-116775000,2
chr3	116405000	116410000	chr3:116440000-116445000,2
chr3	116260000	116265000	chr3:116430000-116435000,2
chr3	113570000	113575000	chr3:113625000-113630000,2
chr3	109010000	109015000	chr3:109080000-109085000,2
chr3	107975000	107980000	chr3:108055000-108060000,2
chr3	107060000	107065000	chr3:107165000-107170000,2
chr3	104505000	104510000	chr3:104550000-104555000,2
chr3	103020000	103025000	chr3:103060000-103065000,2
chr3	102905000	102910000	chr3:103020000-103025000,2
chr3	102785000	102790000	chr3:102820000-102825000,2
chr3	101415000	101420000	chr3:101465000-101470000,2
chr3	101235000	101240000	chr3:101340000-101345000,2
chr3	101010000	101015000	chr3:101060000-101065000,2
chr3	100965000	100970000	chr3:101290000-101295000,2
chr3	100515000	100520000	chr3:100560000-100565000,2
chr3	100215000	100220000	chr3:100250000-100255000,2
chr3	97985000	97990000	chr3:98020000-98025000,2
chr3	97230000	97235000	chr3:97285000-97290000,2
chr3	96555000	96560000	chr3:96695000-96700000,2
chr3	95590000	95595000	chr3:95650000-95655000,2
chr3	95260000	95265000	chr3:95300000-95305000,2
chr3	94450000	94455000	chr3:94505000-94510000,2
chr3	93430000	93435000	chr3:93520000-93525000,2
chr3	92345000	92350000	chr3:92380000-92385000,2
chr3	90265000	90270000	chr3:90360000-90365000,2
chr3	89895000	89900000	chr3:90075000-90080000,2
chr3	88135000	88140000	chr3:88185000-88190000,2
chr3	88040000	88045000	chr3:88135000-88140000,2
chr3	87245000	87250000	chr3:87500000-87505000,2
chr3	87585000	87590000	chr3:87625000-87630000,2
chr3	87035000	87040000	chr3:87500000-87505000,2
chr3	83275000	83280000	chr3:83740000-83745000,2
chr3	83370000	83375000	chr3:83425000-83430000,2
chr3	86400000	86405000	chr3:86435000-86440000,2
chr3	84085000	84090000	chr3:84160000-84165000,2
chr3	81480000	81485000	chr3:81920000-81925000,2
chr3	79220000	79225000	chr3:79285000-79290000,2
chr3	68840000	68845000	chr3:68875000-68880000,2
chr3	67955000	67960000	chr3:68035000-68040000,2
chr3	67760000	67765000	chr3:68035000-68040000,2
chr3	67190000	67195000	chr3:67225000-67230000,2
chr3	65385000	65390000	chr3:65925000-65930000,2
chr3	58055000	58060000	chr3:58110000-58115000,2
chr3	57695000	57700000	chr3:57730000-57735000,2
chr3	57675000	57680000	chr3:57760000-57765000,2
chr3	54020000	54025000	chr3:54055000-54060000,2
chr3	53870000	53875000	chr3:54305000-54310000,2
chr3	53865000	53870000	chr3:53930000-53935000,2
chr3	53265000	53270000	chr3:53345000-53350000,2
chr3	53085000	53090000	chr3:53180000-53185000,2
chr3	52945000	52950000	chr3:52980000-52985000,2
chr3	51980000	51985000	chr3:52200000-52205000,2
chr3	41460000	41465000	chr3:41530000-41535000,2
chr3	40210000	40215000	chr3:40295000-40300000,2
chr3	37105000	37110000	chr3:37140000-37145000,2
chr3	36995000	37000000	chr3:37050000-37055000,2
chr3	35745000	35750000	chr3:36000000-36005000,2
chr3	34880000	34885000	chr3:34930000-34935000,2
chr3	34835000	34840000	chr3:34880000-34885000,2
chr3	30690000	30695000	chr3:30820000-30825000,2
chr3	30620000	30625000	chr3:30690000-30695000,2
chr3	30055000	30060000	chr3:30095000-30100000,2
chr3	28155000	28160000	chr3:28555000-28560000,2
chr3	27980000	27985000	chr3:28740000-28745000,2
chr3	21460000	21465000	chr3:21540000-21545000,2
chr3	19610000	19615000	chr3:19890000-19895000,2
chr3	19305000	19310000	chr3:19890000-19895000,2
chr3	11255000	11260000	chr3:11290000-11295000,2
chr3	10090000	10095000	chr3:10140000-10145000,2
chr3	9660000	9665000	chr3:9700000-9705000,2
chr3	9560000	9565000	chr3:9595000-9600000,2
chr3	9075000	9080000	chr3:9135000-9140000,2
chr3	8960000	8965000	chr3:9035000-9040000,2
chr3	8615000	8620000	chr3:8655000-8660000,2
chr3	5090000	5095000	chr3:5130000-5135000,2
chr3	157905000	157910000	chr3:157940000-157945000,2
chr3	156345000	156350000	chr3:156400000-156405000,2
chr3	152355000	152360000	chr3:152390000-152395000,2
chr3	145140000	145145000	chr3:145425000-145430000,2
chr3	144980000	144985000	chr3:145070000-145075000,2
chr3	143400000	143405000	chr3:143440000-143445000,2
chr3	139175000	139180000	chr3:139225000-139230000,2
chr3	137345000	137350000	chr3:137380000-137385000,2
chr3	136690000	136695000	chr3:136725000-136730000,2
chr3	136005000	136010000	chr3:136080000-136085000,2
chr3	127640000	127645000	chr3:127755000-127760000,2
chr3	127560000	127565000	chr3:127640000-127645000,2
chr3	126955000	126960000	chr3:127040000-127045000,2
chr3	126480000	126485000	chr3:126530000-126535000,2
chr3	125845000	125850000	chr3:126605000-126610000,2
chr3	124545000	124550000	chr3:124580000-124585000,2
chr3	123550000	123555000	chr3:123650000-123655000,2
chr3	122405000	122410000	chr3:122500000-122505000,2
chr3	122275000	122280000	chr3:122310000-122315000,2
chr3	121795000	121800000	chr3:121865000-121870000,2
chr3	116515000	116520000	chr3:116595000-116600000,2
chr3	109885000	109890000	chr3:110050000-110055000,2
chr3	108380000	108385000	chr3:108485000-108490000,2
chr3	108010000	108015000	chr3:108100000-108105000,2
chr3	106750000	106755000	chr3:107060000-107065000,2
chr3	105990000	105995000	chr3:106455000-106460000,2
chr3	102715000	102720000	chr3:103020000-103025000,2
chr3	100965000	100970000	chr3:101360000-101365000,2
chr3	100945000	100950000	chr3:101010000-101015000,2
chr3	99775000	99780000	chr3:99810000-99815000,2
chr3	99790000	99795000	chr3:99840000-99845000,2
chr3	100790000	100795000	chr3:100855000-100860000,2
chr3	96935000	96940000	chr3:97195000-97200000,2
chr3	95515000	95520000	chr3:95795000-95800000,2
chr3	89410000	89415000	chr3:89635000-89640000,2
chr3	87150000	87155000	chr3:87225000-87230000,2
chr3	87010000	87015000	chr3:87045000-87050000,2
chr3	86575000	86580000	chr3:86615000-86620000,2
chr3	86070000	86075000	chr3:86105000-86110000,2
chr3	85640000	85645000	chr3:85735000-85740000,2
chr3	84945000	84950000	chr3:84980000-84985000,2
chr3	84405000	84410000	chr3:84455000-84460000,2
